para_id,row,sentence
0,0,[CLS]  8月22日，
0,0,，据央视新闻报道，
0,0,，总台记者目击，
0,0,，天津市位于南开区[SEP]
0,1,[CLS]南京路与万德庄南北街交口处的一栋大厦发生火情，
0,1,，目前从大楼的一[SEP]
0,2,[CLS]侧外立面到顶楼均可见明火，
0,2,，消防部门正在全力进行灭火工作。[SEP]
0,3,[CLS]  据现场视频显示，
0,3,，整个大楼一侧有较严重的明火燃烧，
0,3,，现场黑烟[SEP]
0,4,[CLS]滚滚，
0,4,，路上停有多辆消防救援车辆。[SEP]
0,5,[CLS]  工作人员表示如果有新进展会通过公众号及时发布通报。[SEP]
1,0,[CLS]【知乎】
1,0,】董明珠称「
1,0,「不招只想要多少工资的，
1,0,，希望年轻人知道自己能[SEP]
1,1,[CLS]干什么」
1,1,，你怎么看待这一言论？[SEP]
1,2,[CLS]【知乎】
1,2,】特朗普称将于24日自首，
1,2,，这对其政治生涯意味着什么？
1,2,？对美[SEP]
1,3,[CLS]政坛有何影响？[SEP]
1,4,[CLS]【知乎】
1,4,】中国房地产报呼吁允许开发商以降价促销的方式展开自救，[SEP]
1,5,[CLS]对此如何解读？[SEP]
2,0,[CLS]【树洞】
2,0,】今天北京天气好好，
2,0,，去买咖啡店员说帮我用张券只花了六块[SEP]
2,1,[CLS]钱，
2,1,，没有对象的七夕也可以很开心。[SEP]
2,2,[CLS]【树洞】
2,2,】我也不知道为什么，
2,2,，好像特别招东北人喜欢，
2,2,，前男友是东北[SEP]
2,3,[CLS]的，
2,3,，还有好几个东北的说喜欢我。[SEP]
2,4,[CLS]【树洞】
2,4,】感觉学校里男生有对象的群体总体颜值并不比无恋爱经历的[SEP]
2,5,[CLS]男生颜值高很多，
2,5,，长相一般的男生都是怎么找到的啊。[SEP]
3,0,[CLS]  日本全国渔业协会联合会会长坂本雅信21日重申，
3,0,，反对在未获得[SEP]
3,1,[CLS]国民理解的情况下将福岛核污染水排海，
3,1,，这一点毫无改变。[SEP]
3,2,[CLS]  坂本雅信当天在与日本首相岸田文雄的会见中作出上述表态。
3,2,。尽[SEP]
3,3,[CLS]管岸田文雄在会见中承诺将持续采取必要对策帮助渔业从业者，
3,3,，但坂[SEP]
3,4,[CLS]本雅信依然表达了反对核污染水排海的立场。[SEP]
4,0,[CLS]  环境真的顶！
4,0,！有点经济适用带一点点高档的感觉尤其是进门的海[SEP]
4,1,[CLS]鲜台。
4,1,。靠窗的座位要提前预定，
4,1,，视野一般但主要是开阔。[SEP]
4,2,[CLS]  蒸汽海鲜特点是食材新鲜十干净。
4,2,。清沙清的不错。
4,2,。虽然蛤蚓偶尔[SEP]
4,3,[CLS]有一点沙子。
4,3,。喜欢里面的鲍鱼白蚬子，
4,3,，海带苗。
4,3,。韭菜鸡蛋素蒸饺、
4,3,、酱[SEP]
4,4,[CLS]肉豆角蒸饺都尝试了，
4,4,，首先饺子比较大一只，
4,4,，吃完海鲜后每人吃6只[SEP]
4,5,[CLS]就很撑了。
4,5,。饺子皮偏透明有点像广东的早点虾饺皮。[SEP]
5,0,[CLS]【在襄阳被2块钱的黄酒干倒了】[SEP]
5,1,[CLS]  襄阳老哥的craft_rice_wine。[SEP]
5,2,[CLS]  襄阳管这个叫黄酒。
5,2,。是米发酵做的酒。
5,2,。发酵程度和各种微生物的[SEP]
5,3,[CLS]活性不一样，
5,3,，有的甜一些，
5,3,，有的气泡多一次，
5,3,，有的酸一些。[SEP]
5,4,[CLS]  小碗1块，
5,4,，大碗2块。
5,4,。一般面馆都有的饮料。[SEP]
5,5,[CLS]  但是度数高的也有当酒馆的。
5,5,。我是被这两块钱的黄酒干倒了。[SEP]
6,0,[CLS]  我小时候基本不着家，
6,0,，天天和邻居小伙伴们在外面疯玩，
6,0,，爬树捉[SEP]
6,1,[CLS]虫下河捞鱼在山坡上跑来跑去到不认识的地方瞎走探险，
6,1,，天黑了就一[SEP]
6,2,[CLS]身土回家吃饭，
6,2,，然后洗个澡8点睡觉，
6,2,，偶尔也写写作业，
6,2,，想偷懒就不[SEP]
6,3,[CLS]写，
6,3,，爸妈从不管，
6,3,，反正第二天挨骂罚站打手心就是。
6,3,。我感觉我爸妈养[SEP]
6,4,[CLS]育我轻松得很。
6,4,。想知道现在的小孩会天天和附近的小孩一起在户外玩[SEP]
6,5,[CLS]耍吗？[SEP]
7,0,[CLS]  韩国警方18日说，
7,0,，近期发生多起持凶器伤人案件后，
7,0,，警方已抓获[SEP]
7,1,[CLS]173名涉嫌在网络上宣称将发动类似袭击的发帖人，
7,1,，其中约半数为青[SEP]
7,2,[CLS]少年。[SEP]
7,3,[CLS]  落网者中约半数为10多岁的青少年，
7,3,，一些人甚至不足14周岁，
7,3,，无[SEP]
7,4,[CLS]法承担刑事责任。
7,4,。其中，
7,4,，一名11岁小学生15日发帖称将在首尔一场演[SEP]
7,5,[CLS]唱会上持刀行凶，
7,5,，16日被警方抓获并移交至首尔家庭法院。[SEP]
8,0,[CLS]  1986年，
8,0,，切尔诺贝利核电站爆炸。
8,0,。三位工程师贝斯帕洛夫、
8,0,、阿纳[SEP]
8,1,[CLS]年科、
8,1,、巴拉诺夫临危受命，
8,1,，穿上潜水服与简单的呼吸器，
8,1,，打着手电筒[SEP]
8,2,[CLS]走过满是水的走廊，
8,2,，将水阀门打开，
8,2,，拯救了全人类。[SEP]
8,3,[CLS]  核电站爆炸五天后，
8,3,，科学家发现堆芯一直在熔化，
8,3,，如此将会烧到[SEP]
8,4,[CLS]地下室，
8,4,，而那里还储存着五百万加仑的水。
8,4,。如果两者相触碰，
8,4,，将导致[SEP]
8,5,[CLS]几兆吨的放射性蒸汽爆炸。[SEP]
9,0,[CLS]《奥本海默》
9,0,》剧评[SEP]
9,1,[CLS]  IMAX胶片机拍出来的1.43:1的全画幅在IMAX_GT得以完美呈现，[SEP]
9,2,[CLS]观感真的炸裂，
9,2,，第一次有幸体验能把IMAX_GT荧幕填满的电影，
9,2,，也算[SEP]
9,3,[CLS]是没有辜负我大老远跑去看零点首映场了。
9,3,。整体虽然说以文戏为主，[SEP]
9,4,[CLS]但是节奏毫不拖沓，
9,4,，非常紧凑，
9,4,，完全不会觉得无聊，
9,4,，特别是他们引爆[SEP]
9,5,[CLS]原子弹的时候我真的整个人都在发抖。[SEP]
10,0,[CLS]  餐品不仅包装得相当漂亮，
10,0,，没想到的是味道还非常棒可谓是色味[SEP]
10,1,[CLS]俱佳。
10,1,。做法保留了食材原有的味道，
10,1,，清新爽口。
10,1,。而且店铺菜品选择非[SEP]
10,2,[CLS]常多，
10,2,，价格也不高。
10,2,。当然骑手小哥送餐也非常有效率，
10,2,，下次一定会继[SEP]
10,3,[CLS]续光顾，
10,3,，而且我要安利给我的小姐妹们。[SEP]
11,0,[CLS]  CINNOResearch发布研究报告称，
11,0,，2023年1-6月中国（
11,0,（含中国台[SEP]
11,1,[CLS]湾）
11,1,）半导体项目投资金额约8553亿人民币，
11,1,，同比下滑22.7%，
11,1,，全球半[SEP]
11,2,[CLS]导体产业仍处于去库存阶段。
11,2,。机构预期，
11,2,，2023年底以智能手机为代表[SEP]
11,3,[CLS]的下游通信市场和以PC为代表的下游计算机市场，
11,3,，库存调整可进入尾[SEP]
11,4,[CLS]声，
11,4,，伴随汽车电子、
11,4,、数据中心等场景的增量需求，
11,4,，半导体行业有望在[SEP]
11,5,[CLS]2024年上半年逐步实现复苏，
11,5,，从来带动产业投资回暖。[SEP]
12,0,[CLS]  当地时间8月21日，
12,0,，法官对英国护士露西·
12,0,·莱特比谋杀7名婴儿[SEP]
12,1,[CLS]以及试图杀害另外6名婴儿一案做出裁定，
12,1,，判处露西终身监禁。[SEP]
12,2,[CLS]  据路透社报道，
12,2,，现年33岁的露西·
12,2,·莱特比是英国现代史上杀人最[SEP]
12,3,[CLS]多的儿童连环杀手。
12,3,。2015年6月至2016年6月期间，
12,3,，露西·
12,3,·莱特比通[SEP]
12,4,[CLS]过给受害婴儿注射空气、
12,4,、胰岛素或过量喂奶，
12,4,，在英格兰切斯特伯爵夫[SEP]
12,5,[CLS]人医院谋杀了7名婴儿。[SEP]
13,0,[CLS]【加拿大不列颠哥伦比亚省41地发布空气质量警报】[SEP]
13,1,[CLS]  当地时间20日，
13,1,，根据加拿大环境部的公告，
13,1,，受林火烟雾影响，
13,1,，不[SEP]
13,2,[CLS]列颠哥伦比亚省41个地区发布空气质量警报。
13,2,。空气质量恶劣的地区主[SEP]
13,3,[CLS]要在不列颠哥伦比亚省中部和南部，
13,3,，加拿大环境部建议全省居民注意[SEP]
13,4,[CLS]相关影响。
13,4,。根据警报，
13,4,，奥肯娜根谷、
13,4,、阳光海岸、
13,4,、大温哥华地区、
13,4,、弗雷[SEP]
13,5,[CLS]泽河谷等地区目前天空烟雾弥漫，
13,5,，细颗粒物浓度高。[SEP]
14,0,[CLS]【俄乌冲突爆发以来，
14,0,，欧洲追随美国对俄实施多轮严厉制裁】[SEP]
14,1,[CLS]  近日，
14,1,，多家外媒报道称，
14,1,，对俄制裁产生的外溢影响令欧洲通胀高[SEP]
14,2,[CLS]企，
14,2,，经济持续承压。
14,2,。欧洲内部对于制裁给自身带来的问题愈发担忧。[SEP]
14,3,[CLS]  欧盟统计局7月31日公布的初步数据显示，
14,3,，德国今年二季度GDP[SEP]
14,4,[CLS]环比零增长，
14,4,，不及市场此前预期的增长0.1%。
14,4,。国际货币基金组织最新[SEP]
14,5,[CLS]预计，
14,5,，2023年德国经济将萎缩0.3%。[SEP]
15,0,[CLS]【知乎】
15,0,】日本在质疑声中宣布8月24日起核污染水排海，
15,0,，计划排放30[SEP]
15,1,[CLS]年，
15,1,，如何评价？
15,1,？又将造成哪些影响？[SEP]
15,2,[CLS]【知乎】
15,2,】一岁多孩子高铁哭闹遭女子要求闭嘴，
15,2,，你对该事件有哪些看[SEP]
15,3,[CLS]法？[SEP]
15,4,[CLS]【知乎】
15,4,】虽然单身，
15,4,，但也喜欢节日感，
15,4,，怎样才能过一个有意义的七夕[SEP]
15,5,[CLS]节？[SEP]
16,0,[CLS]【知乎】
16,0,】如何评价《
16,0,《原神》
16,0,》枫丹新出的晶蝶诱捕装置，
16,0,，有没有可能它[SEP]
16,1,[CLS]真的会有一点用呢？[SEP]
16,2,[CLS]【知乎】
16,2,】打羽毛球赢了领导，
16,2,，领导对我说「
16,2,「看来我是真的老喽不中用[SEP]
16,3,[CLS]了」
16,3,，这时我应该怎么办？[SEP]
16,4,[CLS]【知乎】
16,4,】如何看待央视新闻称「
16,4,「男性驾驶人平均万人的发案率是女性[SEP]
16,5,[CLS]驾驶人的8.8倍」[SEP]
17,0,[CLS]【树洞】
17,0,】华子有可以打电话或者面试的地方吗？
17,0,？宿舍的公共空间太少[SEP]
17,1,[CLS]了，
17,1,，实验室也不太方便，
17,1,，单人研讨间也不行……[SEP]
17,2,[CLS]【树洞】
17,2,】公管图书馆其实是一个宝藏图书馆，
17,2,，里面集中陈列了大量社[SEP]
17,3,[CLS]科研究书籍，
17,3,，质量比文图高很多。[SEP]
17,4,[CLS]【树洞】
17,4,】好想退学啊。
17,4,。现在这个专业根本不喜欢，
17,4,，也没有任何学[SEP]
17,5,[CLS]下去的动力，
17,5,，从入学的第一天开始就很痛苦。[SEP]
18,0,[CLS]  麦当劳离我家633m三伏天气不存在距离天气原因导致餐食不热我[SEP]
18,1,[CLS]就没在这家店点到过热的新鲜餐食买到的都是不知道在加温台上放了[SEP]
18,2,[CLS]多久的残羹冷炙我今天特意备注了要热的热的热的！
18,2,！其实我已经备注[SEP]
18,3,[CLS]很多次了商家依然非常坚持自我！
18,3,！我很欣赏你们[SEP]
19,0,[CLS]  首先说下位置是在新东源大厦那个小院里，
19,0,，别走过了是个独立的[SEP]
19,1,[CLS]一层，
19,1,，蛮好找的。[SEP]
19,2,[CLS]  环境的话蛮不错的，
19,2,，还挺大的位置也比较宽敞还有包间日式推拉[SEP]
19,3,[CLS]门那种，
19,3,，其他的位置也都有立体的隔断私密性还是比较好的。
19,3,。整体装[SEP]
19,4,[CLS]修的话就是非常日式居酒屋。
19,4,。料理口味的话，
19,4,，真的很不错，
19,4,，就是实在[SEP]
19,5,[CLS]太多了我们两个女生真吃不下，
19,5,，剩了好多感觉很浪费。[SEP]
20,0,[CLS]【酒店评价】[SEP]
20,1,[CLS]  早餐：
20,1,：早餐自助餐样式很丰富，
20,1,，中西餐结合，
20,1,，尤其喜欢煎饼果子[SEP]
20,2,[CLS]  餐厅：
20,2,：环境很棒，
20,2,，上下两层，
20,2,，饮食种类丰富上菜速度很快[SEP]
20,3,[CLS]  房间：
20,3,：房间太小，
20,3,，基本只能容纳张床，
20,3,，而且一楼的房间有些潮[SEP]
20,4,[CLS]  性价比：
20,4,：性价比还不错，
20,4,，清华高校附近很不错的商务培训酒店[SEP]
21,0,[CLS]  4.9的评分绝对虚高了。
21,0,。如果评分不虚高那就价钱虚高了。[SEP]
21,1,[CLS]  先讲服务。
21,1,。首先，
21,1,，先后跟两位同学一起定了四人间的两晚，
21,1,，想住[SEP]
21,2,[CLS]一起，
21,2,，接电话的直接就说不行。
21,2,。问她一共有几间四人间，
21,2,，她才说帮我[SEP]
21,3,[CLS]们安排。
21,3,。第二，
21,3,，先定了两晚，
21,3,，后面想加一晚，
21,3,，平台售价贵了三十，
21,3,，问[SEP]
21,4,[CLS]他们能不能原价续订，
21,4,，直接说自己不是老板，
21,4,，不能，
21,4,，问老板联系方式[SEP]
21,5,[CLS]就不回复了。[SEP]
22,0,[CLS]【剧本杀评价】[SEP]
22,1,[CLS]  环境氛围:
22,1,:环境很好，
22,1,，有楼上楼下，
22,1,，2个场地，
22,1,，屋子整体宽敞，[SEP]
22,2,[CLS]很舒服，
22,2,，灯光设计的也很巧妙，
22,2,，氛围感十足。[SEP]
22,3,[CLS]  DM：
22,3,：豆豆台词功底扎实，
22,3,，全程脱稿，
22,3,，演绎部分角色转换的飞快，[SEP]
22,4,[CLS]N多角色已经不想数了，
22,4,，整理很连贯，
22,4,，期待玩下一个本了！
22,4,！快学。[SEP]
22,5,[CLS]  Npc瓜瓜演绎超棒，
22,5,，一人分饰多角也没有出戏感，
22,5,，反而呜呜哭。[SEP]
23,0,[CLS]【台球馆评价】[SEP]
23,1,[CLS]  地址在东王庄小区里，
23,1,，进大门之后往右手走，
23,1,，就能看到台球厅。[SEP]
23,2,[CLS]在二楼，
23,2,，应该是新装修的，
23,2,，里面环境很好，
23,2,，因为打的太投入了，
23,2,，没有[SEP]
23,3,[CLS]拍照片，
23,3,，台桌很新，
23,3,，只要有时间就会去的，
23,3,，个人感觉很满意，
23,3,，以后也[SEP]
23,4,[CLS]会经常光顾的，
23,4,，提一个小小的建议，
23,4,，因为是自助的，
23,4,，这个价位有点小[SEP]
23,5,[CLS]贵，
23,5,，时不时可以过去个人打扫下卫生。[SEP]
24,0,[CLS]  国家医保局日前发布消息显示，
24,0,，通过医保目录准入谈判，
24,0,，已累计[SEP]
24,1,[CLS]将26种罕见病用药纳入医保药品目录，
24,1,，平均降价超50%。
24,1,。叠加其他药[SEP]
24,2,[CLS]品准入方式，
24,2,，目前获批在我国上市的75种罕见病用药已有50余种纳入[SEP]
24,3,[CLS]医保药品目录。[SEP]
25,0,[CLS]  南通市崇川区观阳名邸小区的一居民楼突然发生火灾。
25,0,。火势迅速[SEP]
25,1,[CLS]蔓延，
25,1,，烟雾弥漫，
25,1,，情况十分危急。
25,1,。张家汉正在小区值班，
25,1,，他没有任何[SEP]
25,2,[CLS]防护设备，
25,2,，只身冲入火场。[SEP]
25,3,[CLS]  在火灾现场，
25,3,，张家汉毫不畏惧，
25,3,，他沿着楼梯爬到了着火层上面，[SEP]
25,4,[CLS]逐层逐户地敲打房门，
25,4,，叫醒正在熟睡中的居民，
25,4,，引导他们紧急疏散。[SEP]
25,5,[CLS]在他的引导下，
25,5,，居民们纷纷逃离了火场，
25,5,，没有造成任何人员伤亡。[SEP]
26,0,[CLS]  香港天文台1日晚上8时15分，
26,0,，发出俗称“
26,0,“十号风球”
26,0,”的十号飓[SEP]
26,1,[CLS]风信号。
26,1,。这也是继2018年台风“
26,1,“山竹”
26,1,”后，
26,1,，香港再次发出十号风球。[SEP]
26,2,[CLS]面对超强台风“
26,2,“苏拉”
26,2,”强势来袭，
26,2,，香港各界全面动员，
26,2,，防范台风带来[SEP]
26,3,[CLS]的危害。[SEP]
26,4,[CLS]  香港天文台表示，
26,4,“苏拉”
26,4,”眼壁正横过香港，
26,4,，未来数小时会在天[SEP]
26,5,[CLS]文台以南约40公里掠过，
26,5,，对香港构成相当大的威胁。[SEP]
27,0,[CLS]《封神》
27,0,》简介[SEP]
27,1,[CLS]  中国国民神话史诗大片，
27,1,，震撼视效燃炸暑期！
27,1,《封神第一部》
27,1,》讲[SEP]
27,2,[CLS]述商王殷寿勾结狐妖姐己，
27,2,，暴虐无道，
27,2,，引发天谴。
27,2,。昆仑仙人姜子牙携[SEP]
27,3,[CLS]“封神榜”
27,3,”下山，
27,3,，寻找天下共主，
27,3,，以救苍生。
27,3,。西伯侯之子姬发逐渐发[SEP]
27,4,[CLS]现殷寿的本来面目，
27,4,，反出朝歌。
27,4,。各方势力暗流涌动，
27,4,，风云变幻端倪初[SEP]
27,5,[CLS]显……三千年想象成真，
27,5,，恢弘史诗再创新，
27,5,，见证中国神话崛起！[SEP]
28,0,[CLS]  臻果果果果：
28,0,：我的眉毛真的太浓太黑了，
28,0,，到底怎么办啊，
28,0,，修眉剪[SEP]
28,1,[CLS]长度都做了，
28,1,，染眉膏也用了，
28,1,，还是很浓，
28,1,，显得人很厚重。
28,1,。真诚发问，[SEP]
28,2,[CLS]请问老师有没有什么技巧可以让眉毛不那么突兀？[SEP]
28,3,[CLS]  老师：
28,3,：弱化眼妆，
28,3,，弱化腮红，
28,3,，重点放在口红上，
28,3,，会非常高级。[SEP]
28,4,[CLS]  臻果果果果：
28,4,：太感谢啦，
28,4,，明天就试起来。[SEP]
29,0,[CLS]【#叶永青被判抄袭比利时画家西尔万#，
29,0,，赔偿500万元】[SEP]
29,1,[CLS]  当地时间8月31日，
29,1,，荷兰媒体Nieuwsblad.be报道称，
29,1,，比利时画[SEP]
29,2,[CLS]家克里斯蒂安·
29,2,·西尔万（
29,2,（Christian_Silvain）
29,2,）在中国提起抄袭诉讼[SEP]
29,3,[CLS]并胜诉。
29,3,。西尔万也在个人社交账号向公众告知了这一消息：
29,3,“经过4[SEP]
29,4,[CLS]年的等待，
29,4,，我们赢得了在中国的审判。
29,4,。”[SEP]
30,0,[CLS]【父母的职业对小孩影响有多大】[SEP]
30,1,[CLS]  我女儿幼儿园的时候，
30,1,，上午和小朋友吵了架，
30,1,，下午小朋友的金锁[SEP]
30,2,[CLS]不见了，
30,2,，老师问她是不是她拿的，
30,2,，我女儿说没有，
30,2,，老师说你怎么证明[SEP]
30,3,[CLS]你没有呢，
30,3,，女儿说，
30,3,，举证责任在你，
30,3,，应该是你来证明我拿了，
30,3,，而不是[SEP]
30,4,[CLS]我来证明我没拿。
30,4,。当时她4岁。[SEP]
31,0,[CLS]【你花过多少钱买彩票？
31,0,】#后浪小数据#[SEP]
31,1,[CLS]  据都市报道，
31,1,，8月22日，
31,1,，来自许昌的李先生购买的23092期大乐[SEP]
31,2,[CLS]透彩票中奖1009万。
31,2,。李先生介绍，
31,2,，这张彩票是8月12日买的10+2复式[SEP]
31,3,[CLS]票。
31,3,。没想到，
31,3,，之前兑付时因为彩票保存不当差点无法兑奖。
31,3,。#男子中[SEP]
31,4,[CLS]奖1000万彩票粘手机壳取不下#李先生：
31,4,“彩票放在手机壳后面，
31,4,，粘[SEP]
31,5,[CLS]连在一起了无法打开。
31,5,。”[SEP]
32,0,[CLS]“我曾经在书里听过，
32,0,，西荒的秋昂扬壮阔，
32,0,，可见长河落日，
32,0,，大漠[SEP]
32,1,[CLS]孤烟。
32,1,。其实，
32,1,，不只是西荒，
32,1,，整个云荒，
32,1,，我都想去游历，
32,1,，去看看如丹青[SEP]
32,2,[CLS]水墨般秀丽的江南，
32,2,，被白雪覆盖，
32,2,，洁白如羽的北野，
32,2,，有机会一定要去[SEP]
32,3,[CLS]看一下。
32,3,。”[SEP]
32,4,[CLS]  人心不是笼中鸟，
32,4,，而是原上草，
32,4,，种种往事尽焚于此，
32,4,，只待春风一[SEP]
32,5,[CLS]至，
32,5,，便会重获新生，
32,5,，嘉兰城外的自由天地便是春风。[SEP]
33,0,[CLS]  去看心理咨询师的时候，
33,0,，是一位穿着白色长裙的大姐姐。[SEP]
33,1,[CLS]  开口第一句，
33,1,，我说：
33,1,“做你们这行也挺辛苦的吧，
33,1,，每天接触这么[SEP]
33,2,[CLS]多负能量。
33,2,。”[SEP]
33,3,[CLS]  她眉峰一转，
33,3,，眼神忽然凌厉的看着我说：
33,3,“你是做销售的。
33,3,。”[SEP]
33,4,[CLS]  我：
33,4,“你怎么知道？
33,4,？”[SEP]
33,5,[CLS]  她低头呷了一口咖啡：
33,5,“你说话有铺垫。
33,5,。”[SEP]
34,0,[CLS]  到夏天就离不开家里的绿豆汤，
34,0,，咱这次尝一波南方版本的—
34,0,—苏[SEP]
34,1,[CLS]式绿豆汤。
34,1,。居民楼底商的小小门脸也被我们找到啦。
34,1,。这个味道也算是[SEP]
34,2,[CLS]“几家欢喜几家愁”
34,2,”了……[SEP]
34,3,[CLS]  紫糯苏式绿豆汤里，
34,3,，会装满了红绿丝、
34,3,、冬瓜糖、
34,3,、绿豆、
34,3,、红豆、
34,3,、紫[SEP]
34,4,[CLS]糯米等配料，
34,4,，最后再倒入薄荷水。
34,4,。很多人说的绿箭味、
34,4,、牙膏味，
34,4,，其实[SEP]
34,5,[CLS]就是薄荷水的味道。
34,5,。但确实很清凉！
34,5,！很解暑。[SEP]
35,0,[CLS]  今天认识了直系学姐的朋友，
35,0,，当时21年还是22年的时候，
35,0,，本科去[SEP]
35,1,[CLS]了中金的summer，
35,1,，在行情极差的情况下拿到了为数不多的return，
35,1,，结[SEP]
35,2,[CLS]果放弃了选择来你清经管读研，
35,2,，今年毕业，
35,2,，结果中金进不去了，
35,2,，拿到[SEP]
35,3,[CLS]的offer都不超25w，
35,3,，已经准备考选调回老家了…真的是唏嘘不已。[SEP]
35,4,[CLS]  计算机也是一样，
35,4,，时代的灰尘落在每个人头上都是沉重的。
35,4,。求求[SEP]
35,5,[CLS]了，
35,5,，经济形势能不能变得稍微好一点呀！[SEP]
36,0,[CLS]  彗星客机空中解体，
36,0,“其原因仅仅是窗户的形状是正方形。
36,0,”看[SEP]
36,1,[CLS]到这里，
36,1,，一口老血喷在屏幕上。
36,1,。这篇果壳文章的作者有些耸人听闻。[SEP]
36,2,[CLS]还有最高票的答案，
36,2,，也容易让人理解成飞机事故是由于窗户是方角。[SEP]
36,3,[CLS]我没有说你们错了，
36,3,，只是容易让人误解。
36,3,。空难的真正的原因是金属疲[SEP]
36,4,[CLS]劳，
36,4,，为了避免金属疲劳产生的事故，
36,4,，他们采取了一系列措施，
36,4,，其中包[SEP]
36,5,[CLS]括了避免应力集中，
36,5,，也就是圆角窗户。[SEP]
37,0,[CLS]【知乎：
37,0,：作为大学老师与教授，
37,0,，你是怎么看张雪峰的？
37,0,？】[SEP]
37,1,[CLS]  我怎么看？
37,1,？我跪着看的。
37,1,。我为什么进高校当老师，
37,1,，就是因为我这[SEP]
37,2,[CLS]个专业不进高校，
37,2,，在市场上就业我就得饿死。
37,2,。所以我拼命卷，
37,2,，我卷赢[SEP]
37,3,[CLS]了，
37,3,，进了高校，
37,3,，拿了教职，
37,3,，体体面面的。
37,3,。而我那些同学们呢？
37,3,？绝大多[SEP]
37,4,[CLS]数早就痛苦的转行了。[SEP]
37,5,[CLS]  我现在看我的学生们，
37,5,，一个个的还不自知，
37,5,，我都替他们愁得慌！[SEP]
38,0,[CLS]  昆明滇池岸边的白鱼口工人疗养院，
38,0,，有山有水有花风景宜人，
38,0,，走[SEP]
38,1,[CLS]昆明最美的高海高速只需30分钟车程，
38,1,，建议多个几分钟走辅道，
38,1,，路况[SEP]
38,2,[CLS]也不差，
38,2,，沿途可以摘草莓，
38,2,，去农家乐吃个饭。[SEP]
38,3,[CLS]  工人疗养院就建在滇池边，
38,3,，白色的主楼“
38,3,“明楼”
38,3,”大气典雅。
38,3,。阳春[SEP]
38,4,[CLS]三月，
38,4,，樱花海棠花盛开在滇池岸边，
38,4,，非常的浪漫唯美，
38,4,，岸边“
38,4,“磊楼”[SEP]
38,5,[CLS]掩映在粉色的花海中，
38,5,，好个安静的所在。[SEP]
39,0,[CLS]  一个幽灵，
39,0,，共产主义的幽灵，
39,0,，在欧洲游荡。
39,0,。为了对这个幽灵进行[SEP]
39,1,[CLS]神圣的围剿，
39,1,，旧欧洲的一切势力，
39,1,，教皇和沙皇、
39,1,、梅特涅和基佐、
39,1,、法国[SEP]
39,2,[CLS]的激进派和德国的警察，
39,2,，都联合起来了。
39,2,。有哪一个反对党不被它的当[SEP]
39,3,[CLS]政的敌人骂为共产党呢？
39,3,？又有哪一个反对党不拿共产主义这个罪名去[SEP]
39,4,[CLS]回敬更进步的反对党人和自己的反动敌人呢？[SEP]
